上海八维宏烨学院</a>,Golang讲师,3-5年,20-30K,上海 奉贤区 海湾
华为</a>,Golang,3-5年,26-50K·20薪,上海 浦东新区 金桥
UCloud</a>,Golang,3-5年,18-36K,上海 杨浦区 周家嘴路
哈啰出行</a>,Golang开发专家,5-10年,20-40K,上海 闵行区 莘庄
游族网络</a>,Golang,3-5年,15-30K,上海 徐汇区 田林
UCloud</a>,Golang后台开发,经验不限,22-40K,上海 杨浦区 周家嘴路
边锋</a>,Golang工程师,3-5年,20-40K,上海 闵行区 虹桥
中通快递</a>,Golang,3-5年,15-30K,上海 闵行区 华漕
牛牛成长</a>,Golang,1-3年,10-18K,上海 徐汇区 漕河泾
边锋</a>,golang开发,3-5年,20-35K,上海 闵行区 虹桥
八维宏烨培训学校</a>,Golang讲师,3-5年,25-35K,上海 奉贤区 海湾
UCloud</a>,Golang,3-5年,15-30K,上海 杨浦区 平凉路
哈啰出行</a>,Golang开发专家,3-5年,20-21K,上海 闵行区 莘庄
爱库存</a>,Golang工程师,经验不限,25-35K,上海 浦东新区 世博
视若飞</a>,Golang,3-5年,15-30K,上海 杨浦区 五角场
聆荣文化</a>,Golang,3-5年,15-25K,上海 徐汇区 徐家汇
巨人网络</a>,golang架构师,5-10年,25-50K,上海 松江区 新桥
哈啰出行</a>,Golang,3-5年,15-30K,上海 闵行区 莘庄
趣头条</a>,Golang,3-5年,20-35K·15薪,上海 浦东新区 张江
爱库存</a>,高级/资深Golang工程师,3-5年,20-40K,上海 浦东新区 世博
阅面科技</a>,Golang,5-10年,15-25K,上海 闵行区 虹桥
顺网科技</a>,Golang 开发工程师,1-3年,15-20K,上海 普陀区 真如
趣头条</a>,Golang开发工程师,3-5年,30-60K,上海 浦东新区 张江
华云数据</a>,Go开发工程师,1-3年,11-17K,上海 杨浦区 五角场
趣头条</a>,Golang开发工程师,5-10年,25-40K,上海 浦东新区 张江
新致软件</a>,go语言,1-3年,11-20K,上海 徐汇区 龙华
,后端工程师（Golang）,3-5年,20-30K·13薪,上海 虹口区 四川北路
讯联</a>,Golang开发工程师,3-5年,11-18K,上海 浦东新区 张江
bilibili</a>,GO 开发工程师,3-5年,20-40K,上海 杨浦区 五角场
积梦智能</a>,Golang,1-3年,13-26K,上海 徐汇区 上海南站
游族网络</a>,go语言开发工程师,3-5年,15-30K,上海 徐汇区 漕河泾
蝉知信息</a>,Golang,3-5年,18-30K,上海 浦东新区 张江
佐大狮</a>,Go 后端开发工程师,1-3年,15-18K,上海 普陀区 曹杨
哈啰出行</a>,Golang测试开发,3-5年,15-30K,上海 闵行区 莘庄
创合汇</a>,Golang开发工程师,3-5年,15-25K,上海 徐汇区 徐家汇
蜻蜓FM</a>,Go开发工程师,3-5年,20-40K,上海 浦东新区 塘桥
晓信</a>,go开发工程师,3-5年,20-40K,上海 普陀区 长风
讯联</a>,Golang开发工程师,5-10年,13-26K,上海 浦东新区 张江
浙江新再灵</a>,Golang开发工程师,3-5年,18-30K,上海 杨浦区 四平路
腾讯</a>,Golang资深开发工程师,5-10年,30-50K,上海 徐汇区 漕河泾
传音控股</a>,高级Golang开发工程师,5-10年,20-35K,上海 浦东新区 张江
哈啰出行</a>,Golang开发专家,经验不限,25-50K,上海 闵行区 莘庄
先人掌</a>,Golang工程师,3-5年,20-30K·13薪,上海 闵行区 浦江
晓信</a>,高级GO,3-5年,25-30K,上海 普陀区 长风
钱包生活</a>,Golang开发工程师,5-10年,20-35K,上海 闵行区 漕河泾
追书神器</a>,Golang开发工程师,1-3年,16-26K,上海 闵行区 虹桥
图趣科技</a>,Golang高级开发工程师,3-5年,20-30K,上海 浦东新区 张江
讯联</a>,GoLang 开发工程师,3-5年,11-22K,上海 浦东新区 张江
EMC</a>,软件研发工程师C++/Java/Python/Go,5-10年,20-25K,上海 杨浦区 五角场
海风教育</a>,GO开发工程师,3-5年,30-35K,上海 普陀区 长寿路
晓信</a>,高级Golang研发工程师,经验不限,5-10K,上海 普陀区 长风
浙江新再灵</a>,golang开发,3-5年,18-25K,上海 杨浦区 四平路
华云数据</a>,Golang开发工程师,3-5年,15-30K,上海 杨浦区 五角场
佐大狮</a>,资深 Go 后端开发工程师,3-5年,18-30K,上海 普陀区 曹杨
贝克链</a>,Go开发工程师,1-3年,12-24K,上海 杨浦区 江湾
破天</a>,Golang,1-3年,11-20K,上海 浦东新区 张江
华云数据</a>,Golang开发工程师,3-5年,20-30K,上海 杨浦区 五角场
蚂蚁金服</a>,Go技术专家（金融云）,5-10年,35-60K,上海 浦东新区 陆家嘴
链度科技</a>,golang工程师 区块链,经验不限,12-24K,上海 浦东新区 张江
上海助攻科技工作室</a>,Golang开发工程师,3-5年,15-20K,上海 闵行区 颛桥
威佩网络</a>,Golang开发工程师,3-5年,15-30K,上海 虹口区 鲁迅公园
西垚咨询</a>,Golang开发工程师,1-3年,20-40K,上海 浦东新区 北蔡
浙江新再灵</a>,中高级golang开发工程师,3-5年,18-30K,上海 杨浦区 四平路
阅面科技</a>,Golang后端工程师,1-3年,25-40K,上海 闵行区 虹桥
黑之白</a>,Golang,3-5年,25-30K,上海 杨浦区 五角场
链度科技</a>,Go语言讲师,3-5年,15-20K,上海 浦东新区 张江
派拉软件</a>,Go语言开发工程师,1-3年,12-20K,上海 浦东新区 张江
图趣科技</a>,Golang开发经理,5-10年,30-60K,上海 浦东新区 张江
讯联</a>,Golang开发工程师,1-3年,12-18K,上海 浦东新区 张江
捞月狗</a>,资深Golang开发工程师,3-5年,35-60K,上海 徐汇区 漕河泾
晓信</a>,高级golang开发工程师,3-5年,20-40K,上海 普陀区 长风
神话传媒合肥分公司</a>,Golang开发工程师,1-3年,20-40K,上海 闵行区 虹桥
巨人网络</a>,go服务器开发工程师,3-5年,20-40K,上海 松江区 
晨芽教育</a>,Go 服务端研发工程师,经验不限,10-20K,上海 浦东新区 花木
神话科技传媒</a>,Golang开发工程师,3-5年,20-35K,上海 闵行区 虹桥
晓信</a>,高级Golang研发工程师,3-5年,20-25K,上海 普陀区 长风
蜻蜓FM</a>,GO语言后台开发工程师,3-5年,15-30K,上海 浦东新区 塘桥
射手科技</a>,Golang 后端工程师,经验不限,14-28K,上海 静安区 大宁
晓信</a>,高级Golang开发工程师,1-3年,10-20K,上海 普陀区 长风
蚂蚁金服</a>,高级Go开发工程师/专家,5-10年,30-60K,上海 浦东新区 陆家嘴
有个机器人</a>,Golang工程师/架构师,3-5年,18-36K,上海 长宁区 镇宁路
蝴蝶互动</a>,golang开发工程师,1-3年,20-30K,上海 浦东新区 张江
图趣科技</a>,C++/Golang开发工程师,3-5年,15-30K,上海 浦东新区 张江
2SE</a>,golang中级开发工程师,5-10年,15-30K,上海 长宁区 天山
捞月狗</a>,高级Golang开发工程师,3-5年,25-50K,上海 徐汇区 漕河泾
缀初网络科技</a>,golang开发工程师,3-5年,15-30K·14薪,上海 浦东新区 张江
晓信</a>,高级GO研发工程师,1-3年,20-40K,上海 普陀区 长风
蚂蚁金服</a>,高级Go开发工程师（金融云）,3-5年,25-50K,上海 浦东新区 陆家嘴
北京泰豪</a>,golang开发工程师,3-5年,15-30K,上海 浦东新区 唐镇
上海斗将网络科技...</a>,golang游戏开发,1-3年,9-14K·13薪,上海 浦东新区 张江
破天</a>,服务器golang高级工程师（主程）,3-5年,18-35K,上海 浦东新区 张江
风魂网络</a>,C++ / GoLang 游戏后端工程师,3-5年,12-24K,上海 徐汇区 漕河泾
上海威墨</a>,Golang开发工程师,3-5年,15-30K,上海 徐汇区 漕河泾
上海威墨</a>,Golang高级开发工程师,3-5年,15-25K,上海 徐汇区 漕河泾
西安天泰</a>,GO语言服务器开发,3-5年,13-25K,上海 闵行区 浦江
英语流利说</a>,Golang开发工程师,3-5年,25-45K·13薪,上海 杨浦区 周家嘴路
喜茶</a>,喜茶调茶师（HEYTEA GO）,经验不限,4-5K,上海 黄浦区 人民广场
富麦科技</a>,Golang开发工程师,1-3年,8-13K,上海 长宁区 中山公园
bilibili</a>,PHP/GO 研发工程师,3-5年,20-40K,上海 杨浦区 五角场
,Go语言工程师,3-5年,15-30K,上海 虹口区 四川北路
聆荣文化</a>,游戏go服务器,5-10年,20-30K,上海 徐汇区 徐家汇
智品行空</a>,Golang (GO语言）开发工程师,1-3年,10-20K,上海 闵行区 华漕
拼多多</a>,运维开发python/golang方向（监控工具）,3-5年,20-35K,上海 长宁区 天山路
久懿</a>,Golang开发工程师,1-3年,10-20K,上海 虹口区 大柏树
DLAB</a>,golang开发工程师,3-5年,15-25K,上海 虹口区 四川北路
上海爱可生</a>,Golang开发工程师,经验不限,13-26K,上海 徐汇区 漕河泾
博世猫网络科技</a>,高级golang开发工程师,3-5年,26-50K,上海 黄浦区 外滩
巨人网络</a>,游戏服务器开发工程师（C++/Golang）,3-5年,15-30K,上海 松江区 新桥
上海薪联</a>,Golang研发工程师,3-5年,20-40K,上海 嘉定区 南翔
传音控股</a>,Golang,5-10年,18-36K,上海 浦东新区 张江
喜茶</a>,喜茶店员（HEYTEA GO）,经验不限,4-5K,上海 黄浦区 人民广场
晓信</a>,高级GO研发工程师,经验不限,20-40K,上海 普陀区 长风
传音控股</a>,Golang,3-5年,15-25K,上海 浦东新区 张江
有个机器人</a>,高级研发工程师（Python或Go),3-5年,20-40K,上海 长宁区 镇宁路
上海久链</a>,区块链研发工程师(资深C++，Golang)G,3-5年,15-25K,上海 浦东新区 张江
拼多多</a>,资深C++/go资深研发工程师（KV/缓存方向）,1-3年,25-50K,上海 长宁区 古北
巨人网络</a>,游戏golang开发工程师,5-10年,25-50K,上海 松江区 新桥
派拉软件</a>,GO语言开发工程师,1-3年,15-20K,上海 浦东新区 张江
博冀信息</a>,高级Python，Golang开发,3-5年,12-22K,上海 浦东新区 金桥
上海爱可生</a>,高级java/GO开发工程师,3-5年,14-28K,上海 徐汇区 漕河泾
亿鼎云</a>,GO语言开发工程师（云产品PAAS方向）,1-3年,15-25K,上海 徐汇区 漕河泾
犇众信息</a>,Golang开发工程师,1-3年,12-20K,上海 闵行区 莘庄
物融智能</a>,GO开发工程师,经验不限,20-40K,上海 闵行区 莘庄
上海七色猫</a>,Go游戏服务器开发,1年以内,15-25K,上海 浦东新区 金桥
心动网络</a>,游戏服务器开发工程师（GO/C++/Java/C#）,1-3年,15-25K,上海 静安区 大宁
游卡桌游</a>,C++/Go服务端开发,3-5年,20-30K·15薪,上海 闵行区 虹桥
智品行空</a>,Python、Golang (GO语言）开发工程师,3-5年,15-20K,上海 闵行区 华漕
久懿</a>,游戏golang开发工程师,3-5年,15-25K,上海 虹口区 大柏树
HEX</a>,Golang开发工程师(SaaS云端开发),1-3年,13-25K,上海 长宁区 新华路
bilibili</a>,Golang,3-5年,15-30K,上海 杨浦区 五角场
上海斗将网络科技...</a>,游戏服务器主程序（golang语言）,3-5年,20-40K,上海 浦东新区 张江
芯球</a>,Golang开发工程师,3-5年,11-22K,上海 闵行区 颛桥
触宝</a>,高级后端开发工程师（Golang）,3-5年,25-40K,上海 徐汇区 虹梅路
哔哩哔哩</a>,资深Golang开发工程师（主站） (MJ000491),3-5年,20-35K,上海 杨浦区 五角场
bilibili</a>,视频云平台开发工程师（Golang 方向）,1-3年,25-50K,上海 杨浦区 五角场
,Golang 后端研发工程师,1-3年,25-40K,上海 徐汇区 徐家汇
上海心灵伙伴</a>,资深Golang开发工程师,5-10年,15-30K,上海 普陀区 长风
,Go lang开发工程师,5-10年,20-35K,上海 浦东新区 塘桥
,Golang,1-3年,6-8K,上海 宝山区 淞南
洛氪威(上海)网...</a>,golang服务器开发工程师,3-5年,20-40K,上海 徐汇区 漕河泾
上海爱可生</a>,高级Golang开发工程师,3-5年,15-30K,上海 徐汇区 漕河泾
,Golang开发工程师,1-3年,15-25K,上海 浦东新区 北蔡
蚂蚁金服</a>,高级研发工程师/专家-go,经验不限,18-36K,上海 浦东新区 陆家嘴
安题可软件</a>,Go开发工程师,3-5年,18-25K,上海 浦东新区 张江
腾讯互娱</a>,Golang,3-5年,15-30K,上海 徐汇区 漕河泾
哈啰出行</a>,go开发工程师,3-5年,18-36K,上海 闵行区 莘庄
边锋</a>,Golang工程师(不限语言),3-5年,18-36K,上海 徐汇区 漕河泾
博聚科技</a>,golang开发工程师,3-5年,20-35K,上海 浦东新区 张江
,Golang后端开发工程师,应届生,10-15K,上海 松江区 九亭
博聚科技</a>,golang研发工程师,3-5年,18-35K,上海 浦东新区 张江
博聚科技</a>,高级GO开发工程师,5-10年,18-35K,上海 浦东新区 张江
高顿网校</a>,golang 架构师,5-10年,35-50K,上海 虹口区 虹口足球场
时庐</a>,后端开发工程师（Go语言）,经验不限,10-15K,上海 闵行区 莘庄
曼图科技</a>,高级Golang研发工程师,3-5年,15-30K,上海 静安区 汶水路
黑鲨科技</a>,Golang开发工程师,3-5年,10-20K,上海 浦东新区 塘桥
曼图科技</a>,中级Go工程师,1-3年,8-16K,上海 静安区 汶水路
传音控股</a>,Golang开发,3-5年,18-36K,上海 浦东新区 张江
上海莲永</a>,Golang,3-5年,25-45K,上海 杨浦区 五角场
汇宜</a>,GO/Golang开发工程师,1-3年,10-20K,上海 宝山区 庙行
上海光粒</a>,golang游戏服务端,1-3年,10-15K,上海 浦东新区 张江
上海光粒</a>,golang游戏服务端,3-5年,15-20K,上海 浦东新区 张江
上海光粒</a>,golang游戏服务端开发,1-3年,15-20K,上海 浦东新区 张江
谚趣网络</a>,Golang,3-5年,20-40K,上海 浦东新区 张江
葵普科技</a>,golang 开发工程师,1-3年,10-15K,上海 杨浦区 五角场
谚趣网络</a>,Golang,3-5年,15-25K,上海 浦东新区 张江
葵普科技</a>,golang 实习生,经验不限,3-5K,上海 杨浦区 五角场
俊芮股份</a>,go高级开发工程师,3-5年,20-30K,上海 浦东新区 世纪公园
弘连网络</a>,C++/GO语言/研发工程师,1-3年,9-18K,上海 闵行区 七宝
讯联</a>,Golang 开发工程师,3-5年,12-24K,上海 浦东新区 张江
弘连网络</a>,Golang研发工程师,1-3年,9-16K,上海 闵行区 七宝
TVU</a>,C/C++/Golang高级软件开发工程师,1-3年,15-20K,上海 长宁区 虹桥
浙江新再灵</a>,高级golang开发工程师,3-5年,15-30K,上海 杨浦区 五角场
公安部第三研究所</a>,云计算研发工程师/Go开发工程师,1-3年,11-15K,上海  
哈啰出行</a>,golang测试开发,经验不限,15-30K,上海 闵行区 莘庄
上海醍顶</a>,Golang,应届生,5-8K,上海 闵行区 七宝
浙江新再灵</a>,golang开发工程师,1-3年,10-20K,上海 杨浦区 五角场
,25-50K,本科,上海 浦东新区 陆家嘴,经验不限
守易科技</a>,Golang高级开发工程师,5-10年,20-40K,上海 宝山区 庙行
传音控股</a>,Golang软件开发工程师,1-3年,15-30K,上海 浦东新区 张江
缀初网络科技</a>,Go语言开发工程师,3-5年,20-30K,上海 浦东新区 张江
上海小牛互娱</a>,golang开发工程师,3-5年,25-50K,上海 浦东新区 张江
瑞狮网络</a>,Golang,1-3年,18-30K,上海 闵行区 虹桥
M站</a>,Go 高级软件工程师,3-5年,20-40K,上海 杨浦区 五角场
北京海华鑫安生物...</a>,C/go开发工程师,3-5年,8-12K,上海 浦东新区 洋泾
信易信息科技</a>,Go开发工程师,经验不限,10-20K,上海 浦东新区 张江
博世猫网络科技</a>,go资深后台开发,3-5年,28-56K,上海 徐汇区 徐家汇
哈啰出行</a>,golang开发,3-5年,15-30K,上海 闵行区 莘庄
边锋</a>,Go服务器工程师,1-3年,11-22K,上海 浦东新区 张江
上海巨象科技</a>,golang工程师,3-5年,15-30K,上海 长宁区 中山公园
DaoCloud</a>,Golang研发工程师（容器技术方向）,1-3年,20-30K,上海 杨浦区 五角场
阅文集团</a>,Golang,1年以内,15-25K,上海 浦东新区 张江
,Golang,5-10年,20-40K,上海 浦东新区 张江
,Go语言后端架构师,5-10年,30-60K,上海 浦东新区 张江
滚球信息</a>,Golang,1-3年,10-20K,上海 浦东新区 张江
葵普科技</a>,golang 开发工程师,1年以内,10-13K,上海 杨浦区 五角场
米哈游</a>,golang服务器开发,3-5年,20-35K,上海 徐汇区 田林
邻翰信息科技</a>,区块链工程师 （go/rust）,经验不限,20-25K,上海 闵行区 虹桥
晓信</a>,高级GO研发工程师,3-5年,20-40K,上海 普陀区 长风
交银企服高科分公司</a>,go开发工程师,经验不限,15-30K,上海 浦东新区 张江
明日世界</a>,Golang开发工程师,应届生,5-6K,上海 普陀区 中山北路
链极科技</a>,Golang高级开发工程师,3-5年,18-30K,上海 静安区 汶水路
北艾</a>,golang开发工程师,3-5年,15-20K,上海 静安区 汶水路
蚂蚁金服</a>,Java, Golang,3-5年,25-50K,上海 浦东新区 陆家嘴
守易科技</a>,Golang高级工程师,5-10年,20-35K,上海 宝山区 庙行
链极科技</a>,Golang开发工程师,1-3年,15-20K,上海 静安区 汶水路
北艾</a>,Golang资深开发工程师,5-10年,30-40K,上海 静安区 汶水路
DATATOM</a>,Go语言开发工程师,1-3年,8-15K,上海 徐汇区 漕河泾
,Golang,1-3年,20-40K,上海 徐汇区 漕河泾
紫成铜业</a>,Golang,1-3年,25-36K,上海 普陀区 长寿路
富麦科技</a>,Golang,3-5年,20-25K,上海 长宁区 中山公园
百度</a>,GO/PHP研发工程师,1-3年,15-25K,上海 浦东新区 世纪公园
紫成铜业</a>,Golang,1-3年,20-30K,上海 普陀区 长寿路
ACbooking</a>,GO开发工程师,1-3年,10-20K,上海 闵行区 华漕
丹珠秘源</a>,Golang,应届生,6-11K,上海 徐汇区 衡山路
得讯财经</a>,Golang开发工程师,1-3年,8-13K,上海 浦东新区 陆家嘴
益链</a>,PHP/Golang开发工程师,3-5年,15-20K,上海 浦东新区 唐镇
竹尖游戏</a>,Golang,1-3年,12-13K,上海 宝山区 庙行
申石软件</a>,Golang服务器开发,3-5年,10-20K,上海 浦东新区 张江
bilibili</a>,Go高级开发工程师,经验不限,20-40K,上海 杨浦区 五角场
瞬已</a>,Golang,经验不限,10-20K,上海 浦东新区 八佰伴
蓝鲸传媒</a>,golang开发,经验不限,12-20K,上海 徐汇区 徐家汇
,Golang,经验不限,15-25K,上海 嘉定区 丰庄
精锐教育</a>,GO开发工程师,3-5年,18-25K,上海 普陀区 中山北路
游卓网络</a>,Golang服务器程序员,3-5年,2-3K,上海 嘉定区 南翔
DaDa  </a>,Golang,3-5年,20-30K,上海 长宁区 北新泾
擎华信息</a>,C/C++/Golang高级软件开发工程师,5-10年,25-35K,上海 闵行区 颛桥
上海久链</a>,golang服务器研发,3-5年,20-30K,上海 浦东新区 三林
腾讯互娱</a>,php开发go开发,3-5年,15-30K,上海 徐汇区 漕河泾
上海久链</a>,区块链研发工程师(资深C++，Golang),3-5年,20-30K,上海 浦东新区 三林
蜂果网络</a>,Go语言开发工程师,经验不限,10-18K,上海 浦东新区 南码头
上海久链</a>,区块链研发工程师(资深C++，Golang),3-5年,20-30K,上海 浦东新区 三林
互众广告</a>,golang 工程师,1-3年,16-32K,上海  
2SE</a>,golang开发工程师,3-5年,15-30K,上海 长宁区 娄山关路
,游戏go服务器开发,3-5年,20-30K,上海 虹口区 大柏树
2SE</a>,Golang初级开发工程师,1-3年,9-18K,上海 长宁区 娄山关路
京信</a>,Go语言实习生,经验不限,4-6K,上海 徐汇区 漕河泾
moobox</a>,服务端开发工程师 Golang,1-3年,10-15K,上海 静安区 大宁
互众广告</a>,Golang高级工程师,1年以内,20-40K,上海 浦东新区 张江
沪江</a>,Golang服务端开发工程师,3-5年,15-25K,上海 浦东新区 张江
国民健康科技</a>,Golang工程师 (区块链方向),3-5年,20-30K,上海 闵行区 梅陇
上海心灵伙伴</a>,Golang架构师,5-10年,20-40K,上海 普陀区 长风
艾猷</a>,后端工程师 (Go),1-3年,15-25K,上海 长宁区 古北
,Golang,经验不限,15-30K,上海 徐汇区 徐家汇
赋璟文化传媒</a>,Golang开发工程师（区块链底层方向）,1-3年,10-20K,上海 黄浦区 五里桥
萌姬</a>,Golang,1-3年,15-20K,上海 宝山区 淞南
上海心灵伙伴</a>,Go语言开发工程师,3-5年,12-24K,上海 普陀区 长风
高顿网校</a>,Golang,3-5年,20-35K,上海 虹口区 虹口足球场
高顿网校</a>,Golang,3-5年,15-30K,上海 虹口区 虹口足球场
拼多多</a>,Golang资深开发工程师,3-5年,30-60K,上海 长宁区 古北
华云数据</a>,Golang开发工程师,5-10年,20-35K,上海 杨浦区 五角场
奕广</a>,Go开发工程师,1-3年,15-30K,上海 杨浦区 五角场
,golang开发工程师,1年以内,20-40K,上海  
吉罗科技</a>,Golang后端研发工程师,1-3年,12-20K,上海 黄浦区 外滩
图趣科技</a>,Golang,5-10年,20-40K,上海 浦东新区 张江
唱道</a>,Go高级研发工程师,3-5年,15-25K,上海 静安区 南京西路
阿丽霍克网络科技</a>,Golang,3-5年,15-25K,上海 闵行区 虹桥
上海甲客科技有限公司</a>,Go语言区块链开发工程师,1年以内,20-30K,上海 虹口区 四川北路
上海久链</a>,服务器研发GOLANG,3-5年,20-30K,上海 浦东新区 张江
信易信息科技</a>,Go开发工程师,应届生,10-20K,上海 浦东新区 张江
崇杏健康</a>,Golang研发工程师,1-3年,15-25K,上海 长宁区 中山公园
睿唐科技</a>,Golang,3-5年,20-30K,上海 徐汇区 上海南站
腾讯</a>,运营开发工程师Golang,3-5年,15-30K,上海 徐汇区 漕河泾
众乐网络</a>,Golang,3-5年,30-59K,上海 闵行区 浦江
上海久链</a>,资深Golang区块链研发工程师,5-10年,18-36K,上海 浦东新区 张江
上海久链</a>,Golang区块链算法工程师,3-5年,20-30K,上海 浦东新区 张江
轶渠电子商务</a>,研发工程师(Java/C++/GO语言),3-5年,50-100K,上海 普陀区 长风
上海爱可生</a>,软件开发工程师（java、go）,经验不限,10-20K,上海 徐汇区 漕河泾
西十区</a>,golang开发工程师,3-5年,18-25K,上海 虹口区 鲁迅公园
追书神器</a>,服务端架构师,5-10年,25-45K,上海 闵行区 虹桥
追书神器</a>,技术经理,5-10年,25-40K,上海 闵行区 虹桥
